n_bps,d,m,rep_idx,seed,is_recombinant,true_bps_count,true_bps,rhizaeon_detected,rhizaeon_num_bps,rhizaeon_bps,rhizaeon_spatial_err_nt,rhizaeon_runtime_ms,three_seq_detected,three_seq_p,three_seq_runtime_ms
1,30,2,31,20231362,True,1,22125,True,2,22663;23772,538.0,11.270165999999193,True,1.537693e-06,41.1125409999995
1,30,2,32,20231363,True,1,11968,True,1,11128,840.0,10.174541999999676,True,1.03148e-07,40.90941699999995
1,30,2,33,20231364,True,1,20815,True,1,21230,415.0,10.322083000000148,True,6.98951e-07,39.965082999999346
1,30,2,34,20231365,True,1,18793,True,1,18843,50.0,10.237209000000469,True,1.03148e-07,39.69216599999914
1,30,2,35,20231366,True,1,11124,True,1,11593,469.0,9.635459000000068,True,3.66117e-07,38.08170799999999
1,30,2,37,20231368,True,1,3860,False,0,,,5.669916999999636,False,0.00689655263,44.49541599999929
1,30,2,36,20231367,True,1,19696,False,0,,,6.320875000000115,True,6.98951e-07,45.36658299999985
1,30,2,38,20231369,True,1,27405,False,0,,,6.621500000000502,False,0.00689655263,42.557833000000045
1,30,2,39,20231370,True,1,18371,True,2,20396;18692,321.0,10.090083000000583,True,1.16901e-07,40.65808400000037
1,30,2,40,20231371,True,1,15654,True,1,16008,354.0,9.978750000000147,True,1.16901e-07,39.55829100000052
1,30,2,42,20231373,True,1,26824,False,0,,,5.808000000000035,False,1.0,38.53158300000015
1,30,2,41,20231372,True,1,7838,True,1,7374,464.0,11.28366699999983,True,3.92966e-06,41.773791999999865
1,30,2,43,20231374,True,1,13416,True,2,13114;11230,302.0,10.671666999999552,True,1.50301e-07,38.27516700000011
1,30,2,44,20231375,True,1,14698,True,1,14378,320.0,10.684124999999156,True,1.03148e-07,42.05137499999978
1,30,2,46,20231377,True,1,25792,True,1,24823,969.0,10.547833000000395,True,0.000182448479,45.344540999999516
1,30,2,45,20231376,True,1,21948,True,1,20302,1646.0,10.598374999999827,True,4.2103497e-05,47.23429199999973
1,30,2,47,20231378,True,1,3341,True,1,5980,2639.0,11.132374999999861,True,0.000985221704,45.616499999999505
1,30,3,0,20231381,True,1,27506,False,0,,,6.8612080000001185,True,0.000182448479,45.68058300000022
1,30,2,49,20231380,True,1,21015,True,1,20724,291.0,12.712167000000107,True,4.2103497e-05,45.63604200000082
1,30,3,1,20231382,True,1,16707,True,1,16220,487.0,9.626166000000325,True,1.50301e-07,43.14274999999945
1,30,2,48,20231379,True,1,21225,True,1,21562,337.0,12.80075000000025,True,3.92966e-06,48.56766700000037
1,30,3,2,20231383,True,1,14605,True,2,14604;16087,1.0,12.564291999999533,True,1.50301e-07,39.693959000000056
1,30,3,4,20231385,True,1,8894,False,0,,,7.396707999999919,True,1.537693e-06,43.282166999999205
1,30,3,3,20231384,True,1,6379,True,1,6392,13.0,13.058041999999936,True,1.537693e-06,41.74804099999996
1,30,3,5,20231386,True,1,21223,True,1,21129,94.0,11.856417000000619,True,6.98951e-07,41.748833999999846
1,30,3,6,20231387,True,1,10970,True,1,11192,222.0,10.320249999999476,True,2.1967e-07,42.22391699999939
1,30,3,7,20231388,True,1,2248,False,0,,,6.869291000000111,True,0.000806451717,41.65149999999951
1,30,3,9,20231390,True,1,3051,True,1,3980,929.0,11.519209000000252,True,1.178898e-05,43.119542000000344
1,30,3,8,20231389,True,1,4237,True,2,3974;5332,263.0,11.570290999999955,True,1.178898e-05,43.62570799999954
1,30,3,10,20231391,True,1,16159,True,1,16243,84.0,11.034750000000315,True,3.66117e-07,38.9622919999999
1,30,3,11,20231392,True,1,10527,True,1,10690,163.0,11.41104199999976,True,3.92966e-06,42.771667000000235
1,30,3,13,20231394,True,1,3645,True,1,3498,147.0,10.958041000000307,True,0.000182448479,43.52241700000015
1,30,3,12,20231393,True,1,15335,True,1,15888,553.0,11.021874999999959,True,1.03148e-07,42.09479100000024
1,30,3,15,20231396,True,1,15359,True,1,15185,174.0,9.549583000000084,True,6.98951e-07,43.602499999999544
1,30,3,14,20231395,True,1,13342,True,1,13411,69.0,12.467291999999297,True,6.98951e-07,44.69612499999975
1,30,3,16,20231397,True,1,22090,True,1,22220,130.0,9.883417000000172,True,1.537693e-06,44.71983400000035
1,30,3,17,20231398,True,1,1968,False,0,,,8.06404099999991,True,0.000985221704,47.31895799999997
1,30,3,18,20231399,True,1,3537,False,0,,,6.7152500000000614,False,1.0,37.92770799999978
1,30,3,19,20231400,True,1,17793,True,2,17240;18996,553.0,10.654584000000078,True,1.178898e-05,41.674750000000316
1,30,3,21,20231402,True,1,23973,True,1,23266,707.0,11.349582999999441,True,3.92966e-06,42.71400000000014
1,30,3,20,20231401,True,1,20726,True,1,20826,100.0,11.517417000000307,True,1.537693e-06,42.824541999999965
1,30,3,23,20231404,True,1,25829,False,0,,,8.218084000000125,False,1.0,41.80124999999979
1,30,3,22,20231403,True,1,6018,True,1,5837,181.0,11.140166000000562,True,4.2103497e-05,45.356084000000685
1,30,3,24,20231405,True,1,19299,True,1,19714,415.0,11.147792000000045,True,1.03148e-07,42.72570799999986
1,30,3,25,20231406,True,1,7255,True,1,7266,11.0,11.284125000000422,True,2.1967e-07,43.42183300000002
1,30,3,26,20231407,True,1,7417,True,1,8406,989.0,11.653917000000291,True,1.537693e-06,40.17716599999943
1,30,3,27,20231408,True,1,4336,False,0,,,6.563625000000073,True,1.178898e-05,38.23891700000015
1,30,3,28,20231409,True,1,16248,True,1,16106,142.0,11.328666000000709,True,3.66117e-07,44.18783299999962
1,30,3,29,20231410,True,1,25400,True,1,25548,148.0,10.998458000000433,True,0.000182448479,42.49816700000064
1,30,3,30,20231411,True,1,4877,True,1,5110,233.0,8.892625000000542,True,0.000985221704,39.04875000000008
1,30,3,31,20231412,True,1,9152,True,1,9142,10.0,11.039832999999888,True,2.1967e-07,42.472708000000026
1,30,3,33,20231414,True,1,21263,True,1,20844,419.0,10.590458999999441,True,6.98951e-07,42.511250000000445
1,30,3,32,20231413,True,1,4967,True,1,4568,399.0,11.062334000000007,True,0.000182448479,42.851124999999435
1,30,3,34,20231415,True,1,6537,True,1,6458,79.0,11.715792000000391,True,1.178898e-05,38.366124999999585
1,30,3,35,20231416,True,1,11696,True,1,11218,478.0,9.894625000000268,True,1.50301e-07,37.392625000000734
1,30,3,37,20231418,True,1,13637,True,1,12439,1198.0,10.342209000000047,True,1.93402e-07,40.65433299999999
1,30,3,36,20231417,True,1,19294,True,1,19732,438.0,10.578708999999797,True,3.66117e-07,44.01787499999976
1,30,3,38,20231419,True,1,12581,True,1,13009,428.0,10.28812499999976,True,1.03148e-07,42.02074999999983
1,30,3,39,20231420,True,1,19285,True,1,19409,124.0,10.838749999999564,True,3.46848e-07,39.89433300000034
1,30,3,40,20231421,True,1,23825,True,2,23202;24946,623.0,11.348375000000743,True,4.2103497e-05,42.35975000000014
1,30,3,41,20231422,True,1,22701,True,1,22115,586.0,11.559083999999942,True,4.2103497e-05,42.81575000000082
1,30,3,42,20231423,True,1,20828,True,1,20528,300.0,10.406750000000464,True,2.1967e-07,39.68470899999943
1,30,3,43,20231424,True,1,1544,False,0,,,7.860332999999997,True,0.000985221704,37.18316700000024
1,30,3,45,20231426,True,1,28027,False,0,,,6.231917000000031,True,0.000182448479,37.27966699999996
1,30,3,44,20231425,True,1,8513,True,1,8748,235.0,10.990207999999946,True,3.66117e-07,37.85358300000041
1,30,3,46,20231427,True,1,18029,True,1,17788,241.0,12.699165999999984,True,1.03148e-07,37.51958299999991
1,30,3,48,20231429,True,1,3032,False,0,,,6.2511659999993086,True,0.000985221704,41.3692499999998
1,30,3,47,20231428,True,1,15655,True,1,15589,66.0,12.533708999999504,True,3.66117e-07,42.403457999999894
1,50,0,0,20231431,True,1,15382,True,1,15854,472.0,10.684207999999806,True,1e-12,43.030792000000595
1,30,3,49,20231430,True,1,3594,True,1,3534,60.0,11.278250000000156,True,4.2103497e-05,46.58783299999936
1,50,0,1,20231432,True,1,15038,True,1,14886,152.0,11.545334000000018,True,0.0,40.355542000000355
1,50,0,3,20231434,True,1,2246,False,0,,,6.3697080000002515,False,1.0,44.39366700000047
1,50,0,2,20231433,True,1,7567,True,1,7226,341.0,11.33358299999987,True,1.41e-10,46.077834000000095
1,50,0,4,20231435,True,1,3228,False,0,,,6.546542000000599,False,1.0,42.249916000000276
1,50,0,5,20231436,True,1,10100,True,1,10200,100.0,11.852958999999608,True,0.0,39.61687499999922
1,50,0,6,20231437,True,1,19255,True,1,19006,249.0,11.500792000000537,True,7e-12,39.26370800000001
1,50,0,7,20231438,True,1,13466,True,1,13417,49.0,10.103790999999696,True,0.0,47.118708000000176
1,50,0,8,20231439,True,1,16873,True,1,16618,255.0,10.173624999999298,True,1e-12,46.40645799999987
1,50,0,9,20231440,True,1,12694,True,1,12394,300.0,9.805375000000005,True,0.0,46.27479199999929
1,50,0,11,20231442,True,1,3153,False,0,,,6.163416999999782,True,0.000217108114,42.90954100000022
1,50,0,10,20231441,True,1,14574,True,1,14122,452.0,10.765709000000179,True,0.0,44.74245900000007
1,50,0,12,20231443,True,1,24807,True,1,24706,101.0,10.978875000000166,True,4.40509e-07,43.974790999999236
1,50,0,14,20231445,True,1,14004,True,1,14054,50.0,11.394750000000009,True,0.0,41.60337499999933
1,50,0,13,20231444,True,1,20927,True,1,20912,15.0,13.462875000000096,True,7e-12,43.30954100000017
1,50,0,16,20231447,True,1,17762,True,1,17750,12.0,10.439292000000044,True,2e-12,44.38808400000038
1,50,0,17,20231448,True,1,3854,True,1,3986,132.0,12.919750000000008,True,3.146495e-06,42.30562500000001
1,50,0,15,20231446,True,1,22791,True,1,23973,1182.0,11.387916000000331,True,4.40509e-07,44.913457999999906
1,50,0,19,20231450,True,1,26816,False,0,,,6.617792000000122,True,8.0093e-08,41.65979199999992
1,50,0,18,20231449,True,1,3002,True,1,3260,258.0,12.13458300000081,True,2.831845e-06,42.786041000000274
1,50,0,20,20231451,True,1,9961,True,1,9768,193.0,12.22095900000042,True,3e-12,41.179333999999734
1,50,0,21,20231452,True,1,18184,True,1,16964,1220.0,10.335917000000805,True,0.0,38.16037500000036
1,50,0,22,20231453,True,1,10532,True,1,10815,283.0,10.97929200000003,True,0.0,38.87679199999994
1,50,0,24,20231455,True,1,10782,True,1,10794,12.0,10.328207999999783,True,1e-12,43.44245800000035
1,50,0,25,20231456,True,1,6002,True,1,6002,0.0,11.600916999999988,True,1.07e-10,44.28095800000076
1,50,0,23,20231454,True,1,15026,True,1,16730,1704.0,10.254500000000277,True,0.0,45.35283400000001
1,50,0,26,20231457,True,1,4532,True,1,4884,352.0,11.118624999999938,True,4.40509e-07,41.0287079999998
1,50,0,27,20231458,True,1,17445,True,1,17362,83.0,11.039750000000126,True,1e-12,41.372040999999804
1,50,0,28,20231459,True,1,6442,True,1,6612,170.0,12.498542000000334,True,3.21e-10,40.53925000000014
1,50,0,29,20231460,True,1,15376,True,2,14230;15480,104.0,10.866583000000318,True,0.0,39.05883300000035
1,50,0,30,20231461,True,1,26327,True,1,26232,95.0,12.573083000000373,True,3.504051e-06,37.70741700000002
1,50,0,31,20231462,True,1,20892,True,1,21157,265.0,11.946583000000288,True,1.6e-11,44.95104200000011
1,50,0,32,20231463,True,1,24934,True,2,24924;23338,10.0,11.753083999999525,True,1.6764e-08,46.76129200000023
1,50,0,33,20231464,True,1,10630,True,1,10376,254.0,11.764374999999383,True,5e-12,44.552749999999364
1,50,0,34,20231465,True,1,6154,True,1,5668,486.0,12.095792000000216,True,3.21e-10,41.389000000000564
1,50,0,36,20231467,True,1,26759,False,0,,,7.29366599999981,True,0.000204081618,42.800625000000814
1,50,0,35,20231466,True,1,10844,True,1,11059,215.0,11.656749999999327,True,3e-12,44.509249999999945
1,50,0,37,20231468,True,1,16552,True,1,16338,214.0,10.509832999999524,True,0.0,38.32945799999976
1,50,0,38,20231469,True,1,15002,True,1,15786,784.0,11.904458000000062,True,0.0,37.39358300000006
1,50,0,39,20231470,True,1,18430,True,1,18466,36.0,10.01050000000081,True,7e-12,42.855124999999994
1,50,0,41,20231472,True,1,13064,True,1,13285,221.0,10.806375000000479,True,0.0,42.38512500000002
1,50,0,40,20231471,True,1,18161,True,1,17698,463.0,10.766457999999979,True,1e-12,41.60141699999986
1,50,0,42,20231473,True,1,3980,True,1,3774,206.0,11.826040999999954,True,1.6764e-08,43.33329099999972
1,50,0,43,20231474,True,1,14017,True,1,13980,37.0,10.96945800000082,True,0.0,44.95679099999972
1,50,0,44,20231475,True,1,8263,True,1,7906,357.0,10.64504200000016,True,3.21e-10,45.128874999999624
1,50,0,45,20231476,True,1,9318,True,1,9132,186.0,11.036665999999862,True,1e-12,43.189416999999786
1,50,0,46,20231477,True,1,15159,True,1,16026,867.0,11.55674999999956,True,0.0,39.20216700000001
1,50,0,47,20231478,True,1,2718,False,0,,,6.147041000000186,True,0.000204081618,40.6196250000006
1,50,0,49,20231480,True,1,26418,False,0,,,6.742915999999433,True,0.000204081618,42.55299999999984
1,50,0,48,20231479,True,1,20562,True,1,20868,306.0,11.445457999999853,True,1.6e-11,40.940292000000156
1,50,1,0,20231481,True,1,11653,True,1,11379,274.0,11.867915999999923,True,0.0,37.423500000000054
1,50,1,1,20231482,True,1,15779,True,1,15840,61.0,11.14029200000033,True,0.0,46.8633340000002
1,50,1,2,20231483,True,1,21413,True,1,21736,323.0,11.193458000000156,True,1.07e-10,46.16645800000008
1,50,1,3,20231484,True,1,15610,True,1,15642,32.0,9.209667000000366,True,0.0,45.408708000000075
1,50,1,4,20231485,True,1,5420,True,1,5507,87.0,9.381250000000563,True,1.071e-09,43.52762500000029
1,50,1,5,20231486,True,1,26631,False,0,,,6.851541999999711,True,2.831845e-06,40.18341700000061
1,50,1,7,20231488,True,1,3997,True,1,4204,207.0,11.55770899999986,True,1.6764e-08,40.781584000000315
1,50,1,6,20231487,True,1,4084,True,1,4410,326.0,10.861124999999916,True,1.6764e-08,43.125290999999955
1,50,1,8,20231489,True,1,26161,True,1,26373,212.0,13.036333999999705,True,4.40509e-07,37.58312500000027
1,50,1,10,20231491,True,1,7059,True,2,4920;6162,897.0,10.916374999999867,True,3.991e-09,46.46362500000034
1,50,1,9,20231490,True,1,3195,True,1,3775,580.0,11.008624999999661,True,4.40509e-07,47.230374999999825
1,50,1,11,20231492,True,1,4430,True,1,4307,123.0,11.478083999999278,True,9.3131e-08,44.79191600000032
1,50,1,12,20231493,True,1,17888,True,2,19058;17260,628.0,11.704249999999305,True,3.9e-11,43.79683400000012
1,50,1,13,20231494,True,1,20357,True,1,20664,307.0,11.626458000000284,True,1.6e-11,37.021166000000605
1,50,1,14,20231495,True,1,10711,True,1,10784,73.0,10.509167000000375,True,0.0,46.002417000000406
1,50,1,15,20231496,True,1,15777,True,1,15476,301.0,10.665666000000407,True,0.0,43.61375000000045
1,50,1,16,20231497,True,1,13605,True,1,14321,716.0,12.75716700000018,True,0.0,41.69229100000038
1,50,1,17,20231498,True,1,22661,True,1,23004,343.0,10.677915999999676,True,1e-11,46.52162499999957
1,50,1,19,20231500,True,1,17244,True,1,16942,302.0,9.76591700000018,True,1e-12,53.89083300000053
1,50,1,18,20231499,True,1,9786,True,1,9874,88.0,10.498957999999448,True,1e-12,49.86029199999997
1,50,1,20,20231501,True,1,9496,True,1,10134,638.0,9.888000000000119,True,2e-12,55.703165999999804
1,50,1,21,20231502,True,1,10176,True,1,11050,874.0,11.30437500000081,True,1.07e-10,50.38883300000041
1,50,1,24,20231505,True,1,8586,True,1,8470,116.0,10.440041000000733,True,7e-12,48.41179100000037
1,50,1,23,20231504,True,1,17037,True,1,16668,369.0,9.823332999999934,True,0.0,48.5692499999999
1,50,1,22,20231503,True,1,24547,True,1,24796,249.0,10.70595799999996,True,1.071e-09,51.432082999999906
1,50,1,25,20231506,True,1,10834,True,1,10836,2.0,10.25429099999986,True,1e-12,45.941165999999534
1,50,1,27,20231508,True,1,7240,True,1,7119,121.0,11.837250000000132,True,7e-12,46.718207999999706
1,50,1,26,20231507,True,1,8556,True,1,8488,68.0,12.28425000000044,True,2e-12,48.677624999999836
1,50,1,28,20231509,True,1,9127,True,2,9044;7999,83.0,12.888709000000276,True,3.21e-10,46.1286249999997
1,50,1,29,20231510,True,1,9683,True,1,8459,1224.0,14.25191700000017,True,3.21e-10,43.91966699999994
1,50,1,30,20231511,True,1,26638,True,1,26452,186.0,11.0331669999999,True,4.40509e-07,47.33891700000026
1,50,1,32,20231513,True,1,3632,True,1,3582,50.0,10.538833000000025,True,2.831845e-06,47.0804170000001
1,50,1,31,20231512,True,1,17142,True,2,17394;15890,252.0,10.65729199999943,True,1e-12,47.7735000000008
1,50,1,33,20231514,True,1,26074,False,0,,,6.700667000000493,True,4.40509e-07,41.80995799999998
1,50,1,36,20231517,True,1,3094,False,0,,,6.103750000000296,True,4.40509e-07,42.98533299999985
1,50,1,35,20231516,True,1,21212,True,1,21534,322.0,11.847333000000404,True,1e-12,47.64529200000034
1,50,1,34,20231515,True,1,3602,True,1,3920,318.0,11.15433300000035,True,3.991e-09,48.00825000000053
1,50,1,37,20231518,True,1,22744,True,1,23016,272.0,12.171333000000395,True,1.07e-10,43.776124999999944
1,50,1,38,20231519,True,1,24377,True,1,24272,105.0,11.786541000000206,True,3.21e-10,44.40329200000015
1,50,1,40,20231521,True,1,27196,False,0,,,8.467582999999834,True,0.000204081618,44.841958000000126
1,50,1,39,20231520,True,1,9336,True,1,9274,62.0,10.687792000000584,True,0.0,45.430917000000015
1,50,1,41,20231522,True,1,4011,False,0,,,7.762624999999801,False,1.0,40.167292000000465
1,50,1,42,20231523,True,1,2565,False,0,,,6.14212500000022,True,2.1710815e-05,38.888041999999956
1,50,1,44,20231525,True,1,10139,True,1,10277,138.0,12.384166999999557,True,1.07e-10,50.11937500000041
1,50,1,45,20231526,True,1,10324,True,1,9196,1128.0,9.998458000000099,True,0.0,50.822624999999455
1,50,1,43,20231524,True,1,21649,True,1,21190,459.0,11.6482910000002,True,1e-12,50.93945799999933
1,50,1,46,20231527,True,1,5326,True,1,5622,296.0,12.26116699999924,True,5.3e-11,40.898042000000245
1,50,1,47,20231528,True,1,21056,True,1,20928,128.0,12.334000000000067,True,1.07e-10,51.03329199999962
1,50,1,48,20231529,True,1,5414,True,1,5353,61.0,12.079874999999518,True,1.339e-09,52.97745799999998
1,50,1,49,20231530,True,1,10994,True,1,10850,144.0,11.33445899999952,True,1e-12,45.97462500000038
1,50,2,0,20231531,True,1,21312,True,1,21322,10.0,13.139499999999416,True,1.6e-11,40.268792
1,50,2,2,20231533,True,1,20454,True,1,20730,276.0,11.21045899999995,True,7e-12,46.76283399999992
1,50,2,1,20231532,True,1,6708,True,1,6899,191.0,12.255707999999643,True,7e-12,49.39662499999997
1,50,2,4,20231535,True,1,19749,True,1,19801,52.0,11.448665999999719,True,0.0,42.17354200000045
1,50,2,3,20231534,True,1,19185,True,1,18728,457.0,10.610291999999966,True,2e-12,49.75616699999996
1,50,2,7,20231538,True,1,26818,False,0,,,6.183541999999598,True,4.40509e-07,42.18037500000005
1,50,2,5,20231536,True,1,9110,True,2,8890;9598,220.0,12.260250000000639,True,5.3e-11,43.592915999999704
1,50,2,6,20231537,True,1,14763,True,1,14625,138.0,11.16962499999996,True,0.0,44.53204199999927
1,50,2,8,20231539,True,1,15149,True,1,15020,129.0,12.24283399999937,True,1e-12,38.84433300000012
1,50,2,10,20231541,True,1,24937,False,0,,,6.001041000000207,True,1.08653e-07,42.51370899999962
1,50,2,9,20231540,True,1,14822,True,1,14454,368.0,10.018582999999914,True,0.0,42.197541999999366
1,50,2,12,20231543,True,1,13023,True,1,12827,196.0,10.253957999999841,True,0.0,42.01016699999993
1,50,2,11,20231542,True,1,20233,True,1,20040,193.0,10.222125000000304,True,1e-11,43.822042000000394
1,50,2,13,20231544,True,1,20660,True,1,20813,153.0,11.550040999999567,True,3.9e-11,38.079124999999436
1,50,2,14,20231545,True,1,11281,True,1,11012,269.0,11.300417000000174,True,1e-12,43.841291999999754
1,50,2,15,20231546,True,1,15430,True,1,15946,516.0,10.446959000000255,True,0.0,41.93025000000006
1,50,2,16,20231547,True,1,8629,True,2,7356;8996,367.0,10.23033299999998,True,1.071e-09,40.26033299999998
1,50,2,17,20231548,True,1,26724,False,0,,,6.250125000000217,True,2.831845e-06,36.382125000000265
1,50,2,18,20231549,True,1,4236,True,1,4386,150.0,10.68729200000007,True,2.831845e-06,41.4680409999999
1,50,2,20,20231551,True,1,13029,False,0,,,6.402708000000423,True,2e-12,44.04845800000068
1,50,2,19,20231550,True,1,7378,True,1,6854,524.0,10.268083999999789,True,2.831845e-06,43.68529200000015
1,50,2,21,20231552,True,1,24380,True,1,24417,37.0,11.951415999999604,True,4.40509e-07,38.08954099999973
1,50,2,22,20231553,True,1,25196,True,1,25744,548.0,11.05945900000016,True,2.831845e-06,40.82995899999986
1,50,2,23,20231554,True,1,8898,True,1,8949,51.0,9.925791999999767,True,1.07e-10,42.57229200000001
1,50,2,24,20231555,True,1,16705,True,1,16808,103.0,10.3181250000004,True,0.0,41.08183300000068
1,50,2,25,20231556,True,1,26754,False,0,,,6.499166999999417,True,2.831845e-06,38.243709000000514
1,50,2,27,20231558,True,1,21168,False,0,,,6.121291999999556,True,1.41e-10,45.65845900000021
1,50,2,26,20231557,True,1,22705,True,1,23102,397.0,10.704083000000253,True,4.12e-10,42.6437910000006
1,50,2,28,20231559,True,1,17619,True,1,17690,71.0,11.383375000000306,True,0.0,43.62920899999967
1,50,2,29,20231560,True,1,12898,True,1,12202,696.0,13.147749999999903,True,3e-12,41.10633400000019
1,50,2,33,20231564,True,1,28340,False,0,,,5.809541000000529,False,1.0,48.371000000000386
1,50,2,31,20231562,True,1,12989,True,1,13140,151.0,10.465541999999495,True,0.0,48.01441700000009
1,50,2,32,20231563,True,1,25186,True,1,25344,158.0,11.489916999999572,True,4.40509e-07,47.82400000000031
1,50,2,30,20231561,True,1,7392,True,1,7356,36.0,11.583665999999937,True,1.071e-09,49.427707999999626
1,50,2,35,20231566,True,1,28023,False,0,,,6.066167000000178,True,2.1710815e-05,39.35579099999931
1,50,2,34,20231565,True,1,22529,True,1,22221,308.0,9.296083999999816,True,1.41e-10,40.36704199999974
1,50,2,36,20231567,True,1,24616,True,1,24506,110.0,10.450915999999921,True,1.07e-10,43.785167000000236
1,50,2,37,20231568,True,1,5446,True,1,5390,56.0,12.424792000000018,True,3.9e-11,39.99112500000024
1,50,2,39,20231570,True,1,28133,False,0,,,5.964791000000247,True,0.000204081618,40.47012499999969
1,50,2,38,20231569,True,1,1854,False,0,,,5.996999999999808,True,0.000204081618,42.40483400000006
1,50,2,40,20231571,True,1,8530,True,1,8294,236.0,10.933917000000015,True,1.6764e-08,41.71304199999959
1,50,2,41,20231572,True,1,14292,True,1,14105,187.0,10.72287499999991,True,2e-12,40.71458299999975
1,50,2,42,20231573,True,1,20527,True,1,20508,19.0,11.098375000000438,True,0.0,42.43733300000052
1,50,2,43,20231574,True,1,18870,True,1,19139,269.0,10.899042000000136,True,3e-12,40.47458299999995
1,50,2,44,20231575,True,1,2621,False,0,,,6.172000000000288,True,0.000204081618,39.37795800000021
1,50,2,45,20231576,True,1,20063,True,1,20193,130.0,10.812833000000133,True,3e-12,36.90749999999987
1,50,2,46,20231577,True,1,19980,True,1,20600,620.0,10.586958000000202,True,1.6e-11,41.94379199999965
1,50,2,47,20231578,True,1,10070,True,1,10583,513.0,11.190000000000033,True,2e-12,45.34916699999947
1,50,2,49,20231580,True,1,16280,True,1,16310,30.0,11.03616699999943,True,2e-12,40.936624999999616
1,50,2,48,20231579,True,1,1730,False,0,,,6.451124999999891,True,0.002448979765,47.42895800000024
1,50,3,0,20231581,True,1,2262,False,0,,,6.2609579999994835,True,0.000217108114,40.183542000000294
1,50,3,1,20231582,True,1,17235,True,1,16815,420.0,10.775499999999383,True,3e-12,41.36633399999923
1,50,3,2,20231583,True,1,7603,True,2,7934;9776,331.0,10.863166000000035,True,2e-12,43.110249999999795
1,50,3,3,20231584,True,1,18178,True,1,18177,1.0,11.870374999999989,True,3e-12,38.35591699999963
1,50,3,4,20231585,True,1,21731,True,1,20918,813.0,11.704374999999878,True,1.339e-09,38.63729199999977
1,50,3,5,20231586,True,1,19504,True,1,19980,476.0,10.870042000000524,True,3.9e-11,38.1307909999995
1,50,3,6,20231587,True,1,16473,True,1,16846,373.0,10.79008299999984,True,0.0,38.21491699999946
1,50,3,7,20231588,True,1,6548,True,1,6501,47.0,11.59899999999947,True,3.991e-09,41.624749999999544
1,50,3,8,20231589,True,1,9814,True,1,9576,238.0,11.512792000000438,True,2e-12,36.84933300000015
1,50,3,10,20231591,True,1,2948,False,0,,,8.594082999999308,False,1.0,44.4535419999994
1,50,3,9,20231590,True,1,18155,True,1,18449,294.0,10.51429199999987,True,0.0,44.48979200000025
1,50,3,11,20231592,True,1,17543,True,1,17996,453.0,10.571665999999702,True,3.21e-10,43.12245800000003
1,50,3,13,20231594,True,1,27179,False,0,,,6.910541999999964,True,0.000204081618,40.43933300000013
1,50,3,12,20231593,True,1,24635,True,1,24622,13.0,11.706167000000711,True,3.991e-09,40.506167000000204
1,50,3,14,20231595,True,1,3881,True,1,4026,145.0,11.17520900000013,True,0.000204081618,39.00929200000025
1,50,3,15,20231596,True,1,9721,True,1,9633,88.0,10.98862499999953,True,7e-12,38.920625000000264
1,50,3,16,20231597,True,1,6198,True,1,6356,158.0,11.613749999999534,True,3.991e-09,38.10341699999942
1,50,3,18,20231599,True,1,7263,True,2,7541;9280,278.0,10.647917000000007,True,3e-12,45.668416999999906
1,50,3,17,20231598,True,1,21178,True,2,21786;20435,608.0,10.716291999999683,True,3.21e-10,45.83291700000025
1,50,3,19,20231600,True,1,5480,True,1,5676,196.0,11.805584000000202,True,1.41e-10,43.33720899999971
1,50,3,20,20231601,True,1,13237,True,1,13538,301.0,10.172666999999969,True,3.21e-10,37.85841699999981
1,50,3,21,20231602,True,1,5501,True,1,5055,446.0,12.141290999999832,True,3.991e-09,37.91566700000004
1,50,3,23,20231604,True,1,2776,False,0,,,5.833874999999544,True,2.1710815e-05,43.6707080000005
1,50,3,22,20231603,True,1,17246,True,1,17410,164.0,10.659084000000263,True,3e-12,41.817374999999934
1,50,3,24,20231605,True,1,4059,True,1,3704,355.0,11.646291000000808,True,2.831845e-06,37.64945799999975
1,50,3,26,20231607,True,1,7694,False,0,,,6.501499999999716,True,1.9957e-08,41.067707999999925
1,50,3,25,20231606,True,1,4114,True,1,3856,258.0,11.34133300000073,True,4.40509e-07,42.60445899999965
1,50,3,27,20231608,True,1,15905,True,1,15664,241.0,11.592709000000312,True,0.0,41.66791699999983
1,50,3,29,20231610,True,1,11932,True,1,11616,316.0,11.357958000000501,True,1e-12,39.887541999999776
1,50,3,28,20231609,True,1,26598,True,1,26437,161.0,11.42966699999981,True,2.831845e-06,40.996791999999616
1,50,3,30,20231611,True,1,20941,True,1,20514,427.0,10.691125000000135,True,3e-12,40.569041999999556
1,50,3,31,20231612,True,1,14929,True,1,14886,43.0,10.455874999999892,True,0.0,40.51620800000055
1,50,3,32,20231613,True,1,27279,True,1,25468,1811.0,12.27525000000007,True,8.0093e-08,38.21629099999946
1,50,3,34,20231615,True,1,28343,False,0,,,6.568999999999825,True,3.146495e-06,44.49237499999992
1,50,3,33,20231614,True,1,23786,True,1,25293,1507.0,11.355040999999844,True,1.07e-10,44.59854200000013
1,50,3,35,20231616,True,1,11315,True,2,12075;13907,760.0,10.880999999999474,True,0.0,43.09274999999957
1,50,3,36,20231617,True,1,27173,True,1,26047,1126.0,11.125874999999397,True,0.000204081618,41.446875000000105
1,50,3,37,20231618,True,1,8905,True,1,9027,122.0,12.259083000000004,True,1e-12,40.291374999999796
